175, 155, 144.5815322167026
150, 132, 134.8800549874831
221, 28, 126.37115822299278
159, 163, 142.00129515677384
126, 240, 130.169205855815
141, 280, 112.92699131595325
174, 95, 126.83232739612629
78, 156, 132.89204894930995
229, 95, 128.0222158854197
177, 95, 128.91581656731637
265, 98, 135.58881201339233
241, 36, 130.90270443879314
247, 31, 128.64044247688193
197, 93, 135.92115879559913
38, 297, 107.74663856187657
166, 46, 123.6935996099546
178, 95, 135.19324726852614
227, 212, 122.22300224196319
170, 42, 130.7367738890518
50, 82, 118.55423367892399
66, 2, 108.9082458531175
66, 230, 129.0961921610421
209, 125, 139.55669939163803
40, 67, 119.55418613116146
112, 126, 132.22469626851415
33, 50, 114.4003176277551
126, 13, 120.28185821008528
54, 239, 116.05703166702712
268, 75, 149.4209376314895
121, 168, 130.53525393543865
102, 84, 123.58920085121288
140, 92, 134.41897695908997
120, 135, 137.25534087081482
193, 23, 119.53151505730703
22, 58, 115.7818750800771
298, 107, 125.17603477229522
255, 66, 142.68373863192417
55, 138, 121.81267654453487
168, 262, 124.6029991987894
159, 211, 128.62841284975613
123, 153, 134.64633406394753
112, 288, 124.35833234540019
212, 256, 127.99278069858714
150, 220, 133.7480593380336
100, 81, 121.98444385119268
129, 270, 127.03813492974665
8, 161, 121.8060141669733
103, 84, 129.76590108545406
75, 68, 123.80198856632552
5, 29, 106.63148693223904
59, 105, 125.47409399599688
112, 205, 127.4015719328408
179, 76, 124.79646996563154
20, 221, 128.41044818205376
23, 169, 134.2416006727242
168, 42, 129.36379725970846
148, 5, 112.89498404465522
24, 22, 119.3907884158505
107, 34, 119.69809489175512
216, 241, 121.25514364510114
51, 20, 118.29687379808662
106, 130, 127.88986729627409
212, 31, 130.81466143252678
291, 175, 120.60483565802994
70, 128, 127.71022665380666
5, 232, 121.39574943119304
16, 227, 113.6547108061833
223, 233, 121.45410412556595
285, 281, 115.36214717973893
149, 98, 137.12774401407523
147, 258, 117.68316000355198
81, 203, 127.40223350877321
297, 207, 126.27804729819871
162, 143, 143.5009442073911
140, 155, 140.40755143869106
46, 262, 121.02708112017446
39, 113, 121.43414168865635
100, 49, 118.79254804564049
222, 62, 123.83972489241975
63, 187, 146.20591924613646
232, 156, 132.35334854968852
290, 172, 131.44652422152464
278, 181, 132.36122244661254
27, 45, 121.99949779774275
192, 257, 123.29025763837836
291, 185, 118.67683641627758
232, 215, 121.49227534359605
92, 47, 119.07274054058885
150, 129, 139.5343510700769
163, 170, 135.78273000618154
175, 5, 119.79480229660808
192, 205, 130.72325788567784
283, 235, 118.58801545555434
216, 270, 114.51901037591922
237, 170, 138.83930334747384
255, 44, 138.99513566526184
202, 20, 122.67180359046878
192, 267, 128.2440368374366
224, 8, 124.03722252446408
192, 269, 117.84047251880921
267, 285, 119.3457867951307
222, 185, 143.3869343024983
224, 145, 147.1073267986709
207, 208, 132.67438661600642
241, 226, 129.80272208803007
80, 119, 128.74868602678822
130, 226, 125.50959435515709
6, 139, 123.71063112591712
149, 243, 130.84502756006802
242, 173, 134.40094018608193
102, 67, 128.36382663132974
251, 14, 126.6458769846876
245, 188, 124.64314489046924
208, 135, 144.61453378651623
123, 239, 121.45487721029902
129, 94, 135.6189021943547
101, 171, 129.1550447024108
193, 91, 139.67358857905958
256, 91, 138.14910535458012
73, 76, 121.35051885338571
57, 67, 115.71716073423646
30, 258, 118.56406620711476
34, 22, 119.09209061871061
90, 272, 112.36988434930335
276, 144, 137.43806644966284
59, 242, 118.29834881068099
175, 299, 117.45844795396094
133, 134, 137.84928397808088
136, 7, 113.85109625231885
154, 261, 121.40975414708888
162, 246, 120.24961274179377
128, 283, 118.4205073593813
13, 175, 118.31076053473458
217, 27, 118.2150078813908
37, 5, 115.27250405870761
22, 49, 115.78982537321674
118, 101, 121.83140843329636
184, 293, 120.41945254388074
155, 27, 121.14802327030846
194, 74, 138.03781943055355
5, 78, 122.13136125797872
68, 128, 131.7550268074493
259, 111, 129.05811745214802
60, 6, 109.88540344714205
208, 296, 109.09919818256961
35, 117, 124.45086525431076
285, 193, 126.12257707703307
152, 146, 140.85083015258286
197, 11, 120.49206164741459
152, 257, 120.81981816948588
176, 78, 124.24729957543957
45, 161, 133.65798846958197
29, 249, 116.3648910644841
63, 235, 129.61058588687652
57, 111, 126.43826700990031
265, 249, 123.35478739115608
6, 39, 105.2386962614418
19, 42, 112.97858209930043
255, 87, 142.48411597975837
51, 137, 125.97056324952734
136, 135, 131.04933836783357
122, 244, 121.11515661855793
283, 59, 148.3274807464718
161, 269, 125.64955495924804
262, 20, 122.0139822586105
229, 156, 133.3825153394177
249, 284, 109.06317017517821
47, 151, 134.52584772449865
45, 224, 118.93869967470124
111, 36, 114.6951913241972
15, 189, 127.49246631739055
21, 0, 103.0840341485361
243, 64, 131.1757650774275
192, 207, 128.0838924301652
100, 297, 120.03246658024919
231, 82, 140.45186122059536
235, 40, 130.99404707998252
283, 281, 117.08331201387628
57, 241, 122.32882317064248
147, 67, 133.67909188543004
184, 210, 135.63810373651276
50, 257, 123.72456470846747
10, 40, 106.44998829271164
297, 251, 118.90086082753812
260, 201, 122.47582419862667
103, 216, 134.0962934058612
266, 127, 129.3018747762228
262, 45, 125.68122837223156
79, 50, 113.3967769002643
7, 43, 107.47689668339882
96, 154, 134.08066266986626
263, 17, 123.68919965274628
0, 265, 109.98221502504558
243, 35, 130.67153604504566
71, 232, 122.26809210147994
231, 240, 120.45479666670077
58, 194, 143.2322454021559
25, 77, 118.50209514987996
239, 129, 143.7514596678284
101, 23, 124.17744521587699
17, 220, 122.11532346774672
87, 135, 134.52144333367804
66, 284, 123.15116887378511
153, 222, 122.70472915769685
299, 167, 123.4717185996531
86, 240, 125.20688307307049
91, 124, 131.53157479892636
118, 155, 140.0710666229689
3, 0, 112.5622152909427
39, 68, 122.03568366983968
117, 206, 126.49007109353106
46, 124, 131.40241814873752
54, 23, 116.88749655481998
95, 21, 123.36959599069696
8, 38, 117.90532655444348
41, 48, 117.8286508027762
184, 126, 131.36670560818163
279, 103, 140.18478521291453
162, 294, 115.51762219215206
208, 82, 134.22449613014632
195, 91, 137.4588842284909
141, 76, 131.7111275733169
67, 212, 138.34644802488873
133, 99, 124.74561541293448
77, 233, 118.62317555323047
97, 102, 130.9366545391124
37, 272, 118.42777190550709
259, 201, 124.13593361258548
44, 146, 133.00251040399593
87, 31, 113.39397616093537
36, 12, 114.16421243515951
169, 27, 118.65594790239584
230, 209, 126.64543536316307
15, 133, 116.27555559555432
5, 281, 112.35434395710368
15, 227, 122.7118010481787
214, 277, 115.75750117876137
255, 193, 121.29137845347887
160, 222, 135.4814368406419
137, 158, 134.07785950948886
230, 194, 137.63805155705924
264, 272, 122.97179629845229
270, 150, 124.6103486065645
220, 81, 130.069374782252
57, 55, 124.54154334944594
40, 232, 117.69261395023959
129, 127, 138.14396754044117
290, 230, 119.52264300137568
173, 297, 118.70797719899427
177, 201, 135.75678944776436
137, 285, 117.3263623186093
260, 38, 129.25831623643978
25, 170, 127.4368067176955
0, 76, 119.70843403096495
33, 105, 114.47792762232578
142, 106, 132.53659827265722
112, 11, 118.34392041235117
89, 29, 121.33679587104699
225, 285, 110.11713670299321
216, 158, 150.73089319104577
184, 146, 145.9011954034555
116, 147, 137.6537743287344
202, 292, 118.50168664826559
52, 134, 132.29147021234294
61, 166, 132.2053692749593
222, 202, 127.7290821588099
219, 74, 132.47511421944472
165, 261, 126.75530798605712
125, 88, 121.69371368072008
222, 19, 117.7607204869231
285, 76, 139.63736411249008
170, 276, 113.8493960001478
221, 150, 134.89536946061847
108, 18, 125.11701081405403
218, 212, 126.54967559419464
259, 115, 130.10909171069517
276, 152, 135.31262154981593
69, 249, 119.81954748282253
113, 273, 122.56015169382106
233, 77, 134.0685516165862
196, 174, 147.07169827006246
23, 94, 125.00720407676522
150, 102, 133.1454252504577
260, 164, 134.44605958023558
183, 218, 134.95659827778817
102, 200, 131.45635704606116
229, 238, 126.76800173380329
168, 205, 133.10130187404917
224, 252, 120.54830769139309
130, 58, 123.70237251365785
23, 292, 113.21607998811686
82, 34, 119.99139745443411
294, 289, 118.91195106114128
7, 80, 111.12511237641225
230, 251, 120.97356089165899
21, 73, 115.26663546824867
37, 267, 119.87686155141704
216, 97, 140.19275589681308
23, 161, 126.29885411384276
104, 181, 138.88327376982218
115, 32, 115.9768164106512
113, 10, 119.74507024836781
33, 53, 115.20713774740375
39, 198, 126.45856821837233
37, 65, 113.54894960165491
71, 128, 134.2716404630297
237, 27, 133.26562054706696
8, 71, 119.96373030639495
270, 222, 120.26359242835451
190, 30, 119.62533576875376
234, 16, 124.16740767462088
189, 171, 139.51631081313775
48, 222, 130.92878812594188
150, 49, 117.81347827718115
65, 196, 134.45989059650788
207, 187, 133.500257998169
38, 195, 125.78957995439791
121, 212, 130.23261308869766
122, 215, 125.76068916729687
223, 130, 141.2876649577653
55, 180, 154.17970078460453
4, 223, 124.59704053357147
156, 33, 121.5324653801552
251, 70, 136.72125292309772
88, 226, 122.17602923417006
103, 295, 113.58758185084493
47, 289, 119.56890287212842
169, 33, 129.93408683550575
143, 161, 127.47017944796788
174, 164, 136.1827958865803
1, 67, 111.39354191450997
180, 27, 130.078362997698
91, 167, 130.476398217069
231, 262, 122.11933576744545
96, 4, 109.48678184418864
24, 247, 112.59931852787915
126, 49, 122.61866864332053
11, 188, 123.95702479542693
13, 224, 117.90421889125683
290, 271, 118.3069260515639
229, 153, 142.8681933810937
257, 275, 112.88153537916132
121, 9, 117.64173740665792
148, 34, 122.75958186891333
57, 265, 114.75957725779287
256, 237, 120.63343975668502
297, 34, 130.94679542041845
67, 229, 124.711484753022
72, 27, 111.13087955980814
53, 75, 121.96573425226477
41, 142, 125.62885083334945
290, 49, 131.524510434696
84, 292, 109.87552981944395
274, 72, 144.69481263569912
139, 199, 129.75970057049918
157, 201, 130.93275808510072
250, 276, 116.81921683450464
109, 245, 122.31258944553647
138, 91, 131.72607926916234
40, 248, 123.89618752855448
